epi_week,disease,number_of_cases
2014-W35,Acute Viral hepatitis B,2
2014-W35,Acute Viral hepatitis C,0
2014-W35,Avian Influenza,0
2014-W35,Campylobacterenterosis,8
2014-W35,Chikungunya Fever,2
2014-W35,Cholera,0
2014-W35,Dengue Fever,367
2014-W35,Dengue Haemorrhagic Fever,0
2014-W35,Diphtheria,0
2014-W35,Encephalitis,2
2014-W35,Haemophilus influenzae type b,0
2014-W35,"Hand, Foot Mouth Disease",523
2014-W35,Legionellosis,0
2014-W35,Malaria,0
2014-W35,Measles,3
2014-W35,Melioidosis,2
2014-W35,Meningococcal Infection,0
2014-W35,Mumps,12
2014-W35,Nipah virus infection,0
2014-W35,Paratyphoid,0
2014-W35,Pertussis,1
2014-W35,Plague,0
2014-W35,Pneumococcal Disease (invasive),2
2014-W35,Poliomyelitis,0
2014-W35,Rubella,1
2014-W35,Salmonellosis(non-enteric fevers),36
2014-W35,SARS,0
2014-W35,Typhoid,0
2014-W35,Viral Hepatitis A,1
2014-W35,Viral Hepatitis E,4
2014-W35,Yellow Fever,0
2014-W36,Acute Viral hepatitis B,3
2014-W36,Acute Viral hepatitis C,2
2014-W36,Avian Influenza,0
2014-W36,Campylobacterenterosis,7
2014-W36,Chikungunya Fever,1
2014-W36,Cholera,0
2014-W36,Dengue Fever,339
2014-W36,Dengue Haemorrhagic Fever,0
2014-W36,Diphtheria,0
2014-W36,Encephalitis,0
2014-W36,Haemophilus influenzae type b,1
2014-W36,"Hand, Foot Mouth Disease",523
2014-W36,Legionellosis,1
2014-W36,Malaria,1
2014-W36,Measles,0
2014-W36,Melioidosis,0
2014-W36,Meningococcal Infection,1
2014-W36,Mumps,6
2014-W36,Nipah virus infection,0
2014-W36,Paratyphoid,0
2014-W36,Pertussis,0
2014-W36,Plague,0
2014-W36,Pneumococcal Disease (invasive),2
2014-W36,Poliomyelitis,0
2014-W36,Rubella,0
2014-W36,Salmonellosis(non-enteric fevers),29
2014-W36,SARS,0
2014-W36,Typhoid,1
2014-W36,Viral Hepatitis A,4
2014-W36,Viral Hepatitis E,2
2014-W36,Yellow Fever,0
2014-W37,Acute Viral hepatitis B,3
2014-W37,Acute Viral hepatitis C,1
2014-W37,Avian Influenza,0
2014-W37,Campylobacterenterosis,7
2014-W37,Chikungunya Fever,0
2014-W37,Cholera,0
2014-W37,Dengue Fever,362
2014-W37,Dengue Haemorrhagic Fever,0
2014-W37,Diphtheria,0
2014-W37,Encephalitis,2
2014-W37,Haemophilus influenzae type b,0
2014-W37,"Hand, Foot Mouth Disease",377
2014-W37,Legionellosis,1
2014-W37,Malaria,2
2014-W37,Measles,0
2014-W37,Melioidosis,2
2014-W37,Meningococcal Infection,0
2014-W37,Mumps,11
2014-W37,Nipah virus infection,0
2014-W37,Paratyphoid,1
2014-W37,Pertussis,0
2014-W37,Plague,0
2014-W37,Pneumococcal Disease (invasive),5
2014-W37,Poliomyelitis,0
2014-W37,Rubella,1
2014-W37,Salmonellosis(non-enteric fevers),44
2014-W37,SARS,0
2014-W37,Typhoid,0
2014-W37,Viral Hepatitis A,1
2014-W37,Viral Hepatitis E,0
2014-W37,Yellow Fever,0
2014-W38,Acute Viral hepatitis B,0
2014-W38,Acute Viral hepatitis C,1
2014-W38,Avian Influenza,0
2014-W38,Campylobacterenterosis,2
2014-W38,Chikungunya Fever,0
2014-W38,Cholera,0
2014-W38,Dengue Fever,396
2014-W38,Dengue Haemorrhagic Fever,1
2014-W38,Diphtheria,0
2014-W38,Encephalitis,0
2014-W38,Haemophilus influenzae type b,0
2014-W38,"Hand, Foot Mouth Disease",502
2014-W38,Legionellosis,1
2014-W38,Malaria,1
2014-W38,Measles,0
2014-W38,Melioidosis,0
2014-W38,Meningococcal Infection,1
2014-W38,Mumps,7
2014-W38,Nipah virus infection,0
2014-W38,Paratyphoid,0
2014-W38,Pertussis,0
2014-W38,Plague,0
2014-W38,Pneumococcal Disease (invasive),2
2014-W38,Poliomyelitis,0
2014-W38,Rubella,2
2014-W38,Salmonellosis(non-enteric fevers),37
2014-W38,SARS,0
2014-W38,Typhoid,1
2014-W38,Viral Hepatitis A,2
2014-W38,Viral Hepatitis E,0
2014-W38,Yellow Fever,0
2014-W39,Acute Viral hepatitis B,1
2014-W39,Acute Viral hepatitis C,1
2014-W39,Avian Influenza,0
2014-W39,Campylobacterenterosis,9
2014-W39,Chikungunya Fever,1
2014-W39,Cholera,0
2014-W39,Dengue Fever,344
2014-W39,Dengue Haemorrhagic Fever,1
2014-W39,Diphtheria,0
2014-W39,Encephalitis,1
2014-W39,Haemophilus influenzae type b,0
2014-W39,"Hand, Foot Mouth Disease",488
2014-W39,Legionellosis,0
2014-W39,Malaria,0
2014-W39,Measles,0
2014-W39,Melioidosis,1
2014-W39,Meningococcal Infection,0
2014-W39,Mumps,14
2014-W39,Nipah virus infection,0
2014-W39,Paratyphoid,1
2014-W39,Pertussis,0
2014-W39,Plague,0
2014-W39,Pneumococcal Disease (invasive),7
2014-W39,Poliomyelitis,0
2014-W39,Rubella,0
2014-W39,Salmonellosis(non-enteric fevers),41
2014-W39,SARS,0
2014-W39,Typhoid,2
2014-W39,Viral Hepatitis A,1
2014-W39,Viral Hepatitis E,1
2014-W39,Yellow Fever,0
2014-W40,Acute Viral hepatitis B,4
2014-W40,Acute Viral hepatitis C,1
2014-W40,Avian Influenza,0
2014-W40,Campylobacterenterosis,4
2014-W40,Chikungunya Fever,1
2014-W40,Cholera,0
2014-W40,Dengue Fever,339
2014-W40,Dengue Haemorrhagic Fever,0
2014-W40,Diphtheria,0
2014-W40,Encephalitis,0
2014-W40,Haemophilus influenzae type b,0
2014-W40,"Hand, Foot Mouth Disease",512
2014-W40,Legionellosis,0
2014-W40,Malaria,2
2014-W40,Measles,0
2014-W40,Melioidosis,1
2014-W40,Meningococcal Infection,0
2014-W40,Mumps,7
2014-W40,Nipah virus infection,0
2014-W40,Paratyphoid,0
2014-W40,Pertussis,2
2014-W40,Plague,0
2014-W40,Pneumococcal Disease (invasive),2
2014-W40,Poliomyelitis,0
2014-W40,Rubella,0
2014-W40,Salmonellosis(non-enteric fevers),39
2014-W40,SARS,0
2014-W40,Typhoid,0
2014-W40,Viral Hepatitis A,0
2014-W40,Viral Hepatitis E,2
2014-W40,Yellow Fever,0
2014-W41,Acute Viral hepatitis B,1
2014-W41,Acute Viral hepatitis C,4
2014-W41,Avian Influenza,0
2014-W41,Campylobacterenterosis,3
2014-W41,Chikungunya Fever,0
2014-W41,Cholera,1
2014-W41,Dengue Fever,278
2014-W41,Dengue Haemorrhagic Fever,0
2014-W41,Diphtheria,0
2014-W41,Encephalitis,1
2014-W41,Haemophilus influenzae type b,0
2014-W41,"Hand, Foot Mouth Disease",382
2014-W41,Legionellosis,0
2014-W41,Malaria,2
2014-W41,Measles,0
2014-W41,Melioidosis,0
2014-W41,Meningococcal Infection,0
2014-W41,Mumps,11
2014-W41,Nipah virus infection,0
2014-W41,Paratyphoid,0
2014-W41,Pertussis,0
2014-W41,Plague,0
2014-W41,Pneumococcal Disease (invasive),2
2014-W41,Poliomyelitis,0
2014-W41,Rubella,0
2014-W41,Salmonellosis(non-enteric fevers),29
2014-W41,SARS,0
2014-W41,Typhoid,1
2014-W41,Viral Hepatitis A,1
2014-W41,Viral Hepatitis E,1
2014-W41,Yellow Fever,0
2014-W42,Acute Viral hepatitis B,2
2014-W42,Acute Viral hepatitis C,3
2014-W42,Avian Influenza,0
2014-W42,Campylobacterenterosis,12
2014-W42,Chikungunya Fever,1
2014-W42,Cholera,0
2014-W42,Dengue Fever,297
2014-W42,Dengue Haemorrhagic Fever,0
2014-W42,Diphtheria,0
2014-W42,Encephalitis,1
2014-W42,Haemophilus influenzae type b,0
2014-W42,"Hand, Foot Mouth Disease",385
2014-W42,Legionellosis,3
2014-W42,Malaria,1
2014-W42,Measles,0
2014-W42,Melioidosis,2
2014-W42,Meningococcal Infection,0
2014-W42,Mumps,12
2014-W42,Nipah virus infection,0
2014-W42,Paratyphoid,0
2014-W42,Pertussis,0
2014-W42,Plague,0
2014-W42,Pneumococcal Disease (invasive),3
2014-W42,Poliomyelitis,0
2014-W42,Rubella,0
2014-W42,Salmonellosis(non-enteric fevers),42
2014-W42,SARS,0
2014-W42,Typhoid,1
2014-W42,Viral Hepatitis A,1
2014-W42,Viral Hepatitis E,0
2014-W42,Yellow Fever,0
2014-W43,Acute Viral hepatitis B,1
2014-W43,Acute Viral hepatitis C,2
2014-W43,Avian Influenza,0
2014-W43,Campylobacterenterosis,8
2014-W43,Chikungunya Fever,1
2014-W43,Cholera,0
2014-W43,Dengue Fever,213
2014-W43,Dengue Haemorrhagic Fever,0
2014-W43,Diphtheria,0
2014-W43,Encephalitis,1
2014-W43,Haemophilus influenzae type b,0
2014-W43,"Hand, Foot Mouth Disease",364
2014-W43,Legionellosis,0
2014-W43,Malaria,1
2014-W43,Measles,0
2014-W43,Melioidosis,0
2014-W43,Meningococcal Infection,0
2014-W43,Mumps,6
2014-W43,Nipah virus infection,0
2014-W43,Paratyphoid,0
2014-W43,Pertussis,2
2014-W43,Plague,0
2014-W43,Pneumococcal Disease (invasive),3
2014-W43,Poliomyelitis,0
2014-W43,Rubella,0
2014-W43,Salmonellosis(non-enteric fevers),35
2014-W43,SARS,0
2014-W43,Typhoid,0
2014-W43,Viral Hepatitis A,1
2014-W43,Viral Hepatitis E,1
2014-W43,Yellow Fever,0
2014-W44,Acute Viral hepatitis B,10
2014-W44,Acute Viral hepatitis C,1
2014-W44,Avian Influenza,0
2014-W44,Campylobacterenterosis,4
2014-W44,Chikungunya Fever,0
2014-W44,Cholera,0
2014-W44,Dengue Fever,186
2014-W44,Dengue Haemorrhagic Fever,0
2014-W44,Diphtheria,0
2014-W44,Encephalitis,1
2014-W44,Haemophilus influenzae type b,0
2014-W44,"Hand, Foot Mouth Disease",377
2014-W44,Legionellosis,1
2014-W44,Malaria,1
2014-W44,Measles,1
2014-W44,Melioidosis,1
2014-W44,Meningococcal Infection,0
2014-W44,Mumps,7
2014-W44,Nipah virus infection,0
2014-W44,Paratyphoid,0
2014-W44,Pertussis,0
2014-W44,Plague,0
2014-W44,Pneumococcal Disease (invasive),4
2014-W44,Poliomyelitis,0
2014-W44,Rubella,0
2014-W44,Salmonellosis(non-enteric fevers),32
2014-W44,SARS,0
2014-W44,Typhoid,0
2014-W44,Viral Hepatitis A,2
2014-W44,Viral Hepatitis E,3
2014-W44,Yellow Fever,0
2014-W45,Acute Viral hepatitis B,4
2014-W45,Acute Viral hepatitis C,2
2014-W45,Avian Influenza,0
2014-W45,Campylobacterenterosis,8
2014-W45,Chikungunya Fever,0
2014-W45,Cholera,0
2014-W45,Dengue Fever,168
2014-W45,Dengue Haemorrhagic Fever,1
2014-W45,Diphtheria,0
2014-W45,Encephalitis,1
2014-W45,Haemophilus influenzae type b,0
2014-W45,"Hand, Foot Mouth Disease",400
2014-W45,Legionellosis,0
2014-W45,Malaria,4
2014-W45,Measles,0
2014-W45,Melioidosis,0
2014-W45,Meningococcal Infection,0
2014-W45,Mumps,7
2014-W45,Nipah virus infection,0
2014-W45,Paratyphoid,0
2014-W45,Pertussis,0
2014-W45,Plague,0
2014-W45,Pneumococcal Disease (invasive),3
2014-W45,Poliomyelitis,0
2014-W45,Rubella,1
2014-W45,Salmonellosis(non-enteric fevers),37
2014-W45,SARS,0
2014-W45,Typhoid,0
2014-W45,Viral Hepatitis A,0
2014-W45,Viral Hepatitis E,1
2014-W45,Yellow Fever,0
2014-W46,Acute Viral hepatitis B,3
2014-W46,Acute Viral hepatitis C,0
2014-W46,Avian Influenza,0
2014-W46,Campylobacterenterosis,4
2014-W46,Chikungunya Fever,0
2014-W46,Cholera,0
2014-W46,Dengue Fever,158
2014-W46,Dengue Haemorrhagic Fever,0
2014-W46,Diphtheria,0
2014-W46,Encephalitis,0
2014-W46,Haemophilus influenzae type b,0
2014-W46,"Hand, Foot Mouth Disease",359
2014-W46,Legionellosis,2
2014-W46,Malaria,1
2014-W46,Measles,0
2014-W46,Melioidosis,0
2014-W46,Meningococcal Infection,0
2014-W46,Mumps,8
2014-W46,Nipah virus infection,0
2014-W46,Paratyphoid,0
2014-W46,Pertussis,0
2014-W46,Plague,0
2014-W46,Pneumococcal Disease (invasive),2
2014-W46,Poliomyelitis,0
2014-W46,Rubella,0
2014-W46,Salmonellosis(non-enteric fevers),42
2014-W46,SARS,0
2014-W46,Typhoid,1
2014-W46,Viral Hepatitis A,1
2014-W46,Viral Hepatitis E,1
2014-W46,Yellow Fever,0
2014-W47,Acute Viral hepatitis B,3
2014-W47,Acute Viral hepatitis C,0
2014-W47,Avian Influenza,0
2014-W47,Campylobacterenterosis,4
2014-W47,Chikungunya Fever,1
2014-W47,Cholera,0
2014-W47,Dengue Fever,149
2014-W47,Dengue Haemorrhagic Fever,0
2014-W47,Diphtheria,0
2014-W47,Encephalitis,0
2014-W47,Haemophilus influenzae type b,0
2014-W47,"Hand, Foot Mouth Disease",357
2014-W47,Legionellosis,1
2014-W47,Malaria,0
2014-W47,Measles,0
2014-W47,Melioidosis,0
2014-W47,Meningococcal Infection,0
2014-W47,Mumps,14
2014-W47,Nipah virus infection,0
2014-W47,Paratyphoid,1
2014-W47,Pertussis,0
2014-W47,Plague,0
2014-W47,Pneumococcal Disease (invasive),8
2014-W47,Poliomyelitis,0
2014-W47,Rubella,0
2014-W47,Salmonellosis(non-enteric fevers),34
2014-W47,SARS,0
2014-W47,Typhoid,1
2014-W47,Viral Hepatitis A,1
2014-W47,Viral Hepatitis E,1
2014-W47,Yellow Fever,0
2014-W48,Acute Viral hepatitis B,0
2014-W48,Acute Viral hepatitis C,0
2014-W48,Avian Influenza,0
2014-W48,Campylobacterenterosis,8
2014-W48,Chikungunya Fever,1
2014-W48,Cholera,0
2014-W48,Dengue Fever,162
2014-W48,Dengue Haemorrhagic Fever,0
2014-W48,Diphtheria,0
2014-W48,Encephalitis,0
2014-W48,Haemophilus influenzae type b,0
2014-W48,"Hand, Foot Mouth Disease",356
2014-W48,Legionellosis,0
2014-W48,Malaria,0
2014-W48,Measles,0
2014-W48,Melioidosis,2
2014-W48,Meningococcal Infection,1
2014-W48,Mumps,5
2014-W48,Nipah virus infection,0
2014-W48,Paratyphoid,0
2014-W48,Pertussis,0
2014-W48,Plague,0
2014-W48,Pneumococcal Disease (invasive),1
2014-W48,Poliomyelitis,0
2014-W48,Rubella,1
2014-W48,Salmonellosis(non-enteric fevers),24
2014-W48,SARS,0
2014-W48,Typhoid,1
2014-W48,Viral Hepatitis A,1
2014-W48,Viral Hepatitis E,2
2014-W48,Yellow Fever,0
2014-W49,Acute Viral hepatitis B,0
2014-W49,Acute Viral hepatitis C,0
2014-W49,Avian Influenza,0
2014-W49,Campylobacterenterosis,8
2014-W49,Chikungunya Fever,1
2014-W49,Cholera,0
2014-W49,Dengue Fever,212
2014-W49,Dengue Haemorrhagic Fever,0
2014-W49,Diphtheria,0
2014-W49,Encephalitis,1
2014-W49,Haemophilus influenzae type b,0
2014-W49,"Hand, Foot Mouth Disease",302
2014-W49,Legionellosis,1
2014-W49,Malaria,1
2014-W49,Measles,0
2014-W49,Melioidosis,0
2014-W49,Meningococcal Infection,0
2014-W49,Mumps,8
2014-W49,Nipah virus infection,0
2014-W49,Paratyphoid,0
2014-W49,Pertussis,0
2014-W49,Plague,0
2014-W49,Pneumococcal Disease (invasive),0
2014-W49,Poliomyelitis,0
2014-W49,Rubella,0
2014-W49,Salmonellosis(non-enteric fevers),29
2014-W49,SARS,0
2014-W49,Typhoid,0
2014-W49,Viral Hepatitis A,0
2014-W49,Viral Hepatitis E,5
2014-W49,Yellow Fever,0
2014-W50,Acute Viral hepatitis B,2
2014-W50,Acute Viral hepatitis C,0
2014-W50,Avian Influenza,0
2014-W50,Campylobacterenterosis,9
2014-W50,Chikungunya Fever,1
2014-W50,Cholera,0
2014-W50,Dengue Fever,177
2014-W50,Dengue Haemorrhagic Fever,0
2014-W50,Diphtheria,0
2014-W50,Encephalitis,1
2014-W50,Haemophilus influenzae type b,0
2014-W50,"Hand, Foot Mouth Disease",371
2014-W50,Legionellosis,0
2014-W50,Malaria,1
2014-W50,Measles,1
2014-W50,Melioidosis,0
2014-W50,Meningococcal Infection,1
2014-W50,Mumps,5
2014-W50,Nipah virus infection,0
2014-W50,Paratyphoid,0
2014-W50,Pertussis,2
2014-W50,Plague,0
2014-W50,Pneumococcal Disease (invasive),5
2014-W50,Poliomyelitis,0
2014-W50,Rubella,0
2014-W50,Salmonellosis(non-enteric fevers),22
2014-W50,SARS,0
2014-W50,Typhoid,2
2014-W50,Viral Hepatitis A,0
2014-W50,Viral Hepatitis E,1
2014-W50,Yellow Fever,0
2014-W51,Acute Viral hepatitis B,2
2014-W51,Acute Viral hepatitis C,2
2014-W51,Avian Influenza,0
2014-W51,Campylobacterenterosis,3
2014-W51,Chikungunya Fever,0
2014-W51,Cholera,0
2014-W51,Dengue Fever,198
2014-W51,Dengue Haemorrhagic Fever,0
2014-W51,Diphtheria,0
2014-W51,Encephalitis,0
2014-W51,Haemophilus influenzae type b,0
2014-W51,"Hand, Foot Mouth Disease",439
2014-W51,Legionellosis,1
2014-W51,Malaria,0
2014-W51,Measles,0
2014-W51,Melioidosis,1
2014-W51,Meningococcal Infection,1
2014-W51,Mumps,10
2014-W51,Nipah virus infection,0
2014-W51,Paratyphoid,0
2014-W51,Pertussis,0
2014-W51,Plague,0
2014-W51,Pneumococcal Disease (invasive),4
2014-W51,Poliomyelitis,0
2014-W51,Rubella,0
2014-W51,Salmonellosis(non-enteric fevers),27
2014-W51,SARS,0
2014-W51,Typhoid,0
2014-W51,Viral Hepatitis A,1
2014-W51,Viral Hepatitis E,0
2014-W51,Yellow Fever,0
2014-W52,Acute Viral hepatitis B,0
2014-W52,Acute Viral hepatitis C,0
2014-W52,Avian Influenza,0
2014-W52,Campylobacterenterosis,5
2014-W52,Chikungunya Fever,0
2014-W52,Cholera,0
2014-W52,Dengue Fever,188
2014-W52,Dengue Haemorrhagic Fever,0
2014-W52,Diphtheria,0
2014-W52,Encephalitis,0
2014-W52,Haemophilus influenzae type b,0
2014-W52,"Hand, Foot Mouth Disease",398
2014-W52,Legionellosis,1
2014-W52,Malaria,1
2014-W52,Measles,1
2014-W52,Melioidosis,1
2014-W52,Meningococcal Infection,0
2014-W52,Mumps,7
2014-W52,Nipah virus infection,0
2014-W52,Paratyphoid,0
2014-W52,Pertussis,0
2014-W52,Plague,0
2014-W52,Pneumococcal Disease (invasive),5
2014-W52,Poliomyelitis,0
2014-W52,Rubella,0
2014-W52,Salmonellosis(non-enteric fevers),27
2014-W52,SARS,0
2014-W52,Typhoid,0
2014-W52,Viral Hepatitis A,2
2014-W52,Viral Hepatitis E,1
2014-W52,Yellow Fever,0
2014-W53,Acute Viral hepatitis B,1
2014-W53,Acute Viral hepatitis C,2
2014-W53,Avian Influenza,0
2014-W53,Campylobacterenterosis,8
2014-W53,Chikungunya Fever,0
2014-W53,Cholera,0
2014-W53,Dengue Fever,158
2014-W53,Dengue Haemorrhagic Fever,0
2014-W53,Diphtheria,0
2014-W53,Encephalitis,0
2014-W53,Haemophilus influenzae type b,0
2014-W53,"Hand, Foot Mouth Disease",375
2014-W53,Legionellosis,0
2014-W53,Malaria,1
2014-W53,Measles,1
2014-W53,Melioidosis,1
2014-W53,Meningococcal Infection,0
2014-W53,Mumps,6
2014-W53,Nipah virus infection,0
2014-W53,Paratyphoid,0
2014-W53,Pertussis,0
2014-W53,Plague,0
2014-W53,Pneumococcal Disease (invasive),3
2014-W53,Poliomyelitis,0
2014-W53,Rubella,0
2014-W53,Salmonellosis(non-enteric fevers),29
2014-W53,SARS,0
2014-W53,Typhoid,2
2014-W53,Viral Hepatitis A,1
2014-W53,Viral Hepatitis E,2
2014-W53,Yellow Fever,0
2015-W01,Acute Viral hepatitis B,2
2015-W01,Acute Viral hepatitis C,1
2015-W01,Avian Influenza,0
2015-W01,Campylobacterenterosis,12
2015-W01,Chikungunya Fever,2
2015-W01,Cholera,0
2015-W01,Dengue Fever,256
2015-W01,Dengue Haemorrhagic Fever,1
2015-W01,Diphtheria,0
2015-W01,Encephalitis,1
2015-W01,Haemophilus influenzae type b,0
2015-W01,"Hand, Foot Mouth Disease",422
2015-W01,Legionellosis,0
2015-W01,Malaria,1
2015-W01,Measles,0
2015-W01,Melioidosis,2
2015-W01,Meningococcal Infection,0
2015-W01,Mumps,8
2015-W01,Nipah virus infection,0
2015-W01,Paratyphoid,2
2015-W01,Pertussis,2
2015-W01,Plague,0
2015-W01,Pneumococcal Disease (invasive),3
2015-W01,Poliomyelitis,0
2015-W01,Rubella,1
2015-W01,Salmonellosis(non-enteric fevers),44
2015-W01,SARS,0
2015-W01,Typhoid,1
2015-W01,Viral Hepatitis A,0
2015-W01,Viral Hepatitis E,0
2015-W01,Yellow Fever,0
2015-W02,Acute Viral hepatitis B,0
2015-W02,Acute Viral hepatitis C,0
2015-W02,Avian Influenza,0
2015-W02,Campylobacterenterosis,9
2015-W02,Chikungunya Fever,1
2015-W02,Cholera,0
2015-W02,Dengue Fever,228
2015-W02,Dengue Haemorrhagic Fever,0
2015-W02,Diphtheria,0
2015-W02,Encephalitis,2
2015-W02,Haemophilus influenzae type b,0
2015-W02,"Hand, Foot Mouth Disease",554
2015-W02,Legionellosis,1
2015-W02,Malaria,0
2015-W02,Measles,0
2015-W02,Melioidosis,1
2015-W02,Meningococcal Infection,1
2015-W02,Mumps,10
2015-W02,Nipah virus infection,0
2015-W02,Paratyphoid,1
2015-W02,Pertussis,2
2015-W02,Plague,0
2015-W02,Pneumococcal Disease (invasive),3
2015-W02,Poliomyelitis,0
2015-W02,Rubella,0
2015-W02,Salmonellosis(non-enteric fevers),40
2015-W02,SARS,0
2015-W02,Typhoid,2
2015-W02,Viral Hepatitis A,1
2015-W02,Viral Hepatitis E,0
2015-W02,Yellow Fever,0
2015-W03,Acute Viral hepatitis B,0
2015-W03,Acute Viral hepatitis C,0
2015-W03,Avian Influenza,0
2015-W03,Campylobacterenterosis,9
2015-W03,Chikungunya Fever,0
2015-W03,Cholera,0
2015-W03,Dengue Fever,237
2015-W03,Dengue Haemorrhagic Fever,0
2015-W03,Diphtheria,0
2015-W03,Encephalitis,0
2015-W03,Haemophilus influenzae type b,0
2015-W03,"Hand, Foot Mouth Disease",492
2015-W03,Legionellosis,0
2015-W03,Malaria,0
2015-W03,Measles,0
2015-W03,Melioidosis,1
2015-W03,Meningococcal Infection,0
2015-W03,Mumps,9
2015-W03,Nipah virus infection,0
2015-W03,Paratyphoid,0
2015-W03,Pertussis,1
2015-W03,Plague,0
2015-W03,Pneumococcal Disease (invasive),2
2015-W03,Poliomyelitis,0
2015-W03,Rubella,0
2015-W03,Salmonellosis(non-enteric fevers),30
2015-W03,SARS,0
2015-W03,Typhoid,2
2015-W03,Viral Hepatitis A,5
2015-W03,Viral Hepatitis E,1
2015-W03,Yellow Fever,0
2015-W04,Acute Viral hepatitis B,0
2015-W04,Acute Viral hepatitis C,0
2015-W04,Avian Influenza,0
2015-W04,Campylobacterenterosis,10
2015-W04,Chikungunya Fever,1
2015-W04,Cholera,0
2015-W04,Dengue Fever,259
2015-W04,Dengue Haemorrhagic Fever,0
2015-W04,Diphtheria,0
2015-W04,Encephalitis,2
2015-W04,Haemophilus influenzae type b,0
2015-W04,"Hand, Foot Mouth Disease",502
2015-W04,Legionellosis,1
2015-W04,Malaria,0
2015-W04,Measles,0
2015-W04,Melioidosis,0
2015-W04,Meningococcal Infection,0
2015-W04,Mumps,10
2015-W04,Nipah virus infection,0
2015-W04,Paratyphoid,0
2015-W04,Pertussis,2
2015-W04,Plague,0
2015-W04,Pneumococcal Disease (invasive),2
2015-W04,Poliomyelitis,0
2015-W04,Rubella,0
2015-W04,Salmonellosis(non-enteric fevers),21
2015-W04,SARS,0
2015-W04,Typhoid,4
2015-W04,Viral Hepatitis A,0
2015-W04,Viral Hepatitis E,2
2015-W04,Yellow Fever,0
2015-W05,Acute Viral hepatitis B,0
2015-W05,Acute Viral hepatitis C,0
2015-W05,Avian Influenza,0
2015-W05,Campylobacterenterosis,4
2015-W05,Chikungunya Fever,2
2015-W05,Cholera,0
2015-W05,Dengue Fever,212
2015-W05,Dengue Haemorrhagic Fever,0
2015-W05,Diphtheria,0
2015-W05,Encephalitis,0
2015-W05,Haemophilus influenzae type b,0
2015-W05,"Hand, Foot Mouth Disease",492
2015-W05,Legionellosis,0
2015-W05,Malaria,0
2015-W05,Measles,2
2015-W05,Melioidosis,1
2015-W05,Meningococcal Infection,0
2015-W05,Mumps,12
2015-W05,Nipah virus infection,0
2015-W05,Paratyphoid,0
2015-W05,Pertussis,2
2015-W05,Plague,0
2015-W05,Pneumococcal Disease (invasive),3
2015-W05,Poliomyelitis,0
2015-W05,Rubella,0
2015-W05,Salmonellosis(non-enteric fevers),22
2015-W05,SARS,0
2015-W05,Typhoid,1
2015-W05,Viral Hepatitis A,1
2015-W05,Viral Hepatitis E,1
2015-W05,Yellow Fever,0
2015-W06,Acute Viral hepatitis B,2
2015-W06,Acute Viral hepatitis C,2
2015-W06,Avian Influenza,0
2015-W06,Campylobacterenterosis,5
2015-W06,Chikungunya Fever,0
2015-W06,Cholera,0
2015-W06,Dengue Fever,173
2015-W06,Dengue Haemorrhagic Fever,0
2015-W06,Diphtheria,0
2015-W06,Encephalitis,0
2015-W06,Haemophilus influenzae type b,0
